"RIX","dam","sire","ID","day","virus","antigen_virus","antigen","cohort","assay_date","IgG1","IgG2ac","IgG2b","IgG3","IgM","TotalG"
"X13140x16680","13140","16680","107","7","Influenza","Influenza","HA","8_14viii","2017_07_13",0,0,0,0,0,0
"X13140x16680","13140","16680","108","15","Influenza","Influenza","HA","8_14viii","2017_02_15",0,3,2,0,0,5
"X13140x16680","13140","16680","108","15","Influenza","Influenza","HA","8_14viii","2017_07_19",0,5,3,0,0,6
"X13140x16680","13140","16680","109","15","Influenza","Influenza","HA","8_14viii","2015_05_06",0,6,6,0,0,7
"X13140x16680","13140","16680","42","10","Influenza","Influenza","HA","7_14vii","2014_09_17",0,1,0,0,0,2
"X13140x16680","13140","16680","43","10","Influenza","Influenza","HA","7_14vii","2014_09_17",0,2,0,0,0,2
"X13140x16680","13140","16680","47","10","Influenza","Influenza","HA","7_14vii","2014_09_17",0,3,0,0,0,3
"X13140x3015","13140","3015","102","15","Influenza","Influenza","HA","3_13iii","2013_12_17",0,0,0,0,0,NA
"X13140x3015","13140","3015","145","45","Influenza","Influenza","HA","3_13iii","2013_12_05",5,5,5,0,0,NA
"X13140x3015","13140","3015","148","45","Influenza","Influenza","HA","3_13iii","2013_12_17",0,0,0,0,0,NA
"X13140x3015","13140","3015","149","45","Influenza","Influenza","HA","3_13iii","2013_12_03",4,5,5,0,0,NA
"X13140x3015","13140","3015","163","10","Influenza","Influenza","HA","3_13iii","2013_11_26",3,2,NA,0,0,3
"X13140x3015","13140","3015","176","7","Influenza","Influenza","HA","4_13iv","2013_12_05",0,0,0,0,0,NA
"X13140x3015","13140","3015","177","7","Influenza","Influenza","HA","4_13iv","2013_11_26",0,0,NA,0,0,0
"X13140x3015","13140","3015","179","10","Influenza","Influenza","HA","3_13iii","2013_12_17",0,0,0,0,0,NA
"X13140x3015","13140","3015","180","10","Influenza","Influenza","HA","3_13iii","2013_11_26",0,1.5,NA,0,0,3
"X13421x16034","13421","16034","105","45","Influenza","Influenza","HA","10_15x","2016_12_23",5,4,3,2,0,5
"X13421x16034","13421","16034","105","45","Influenza","Influenza","HA","10_15x","2016_12_09",4,4,3,2,0,5
"X13421x16034","13421","16034","106","45","Influenza","Influenza","HA","10_15x","2016_12_09",4,4,3,0,0,5
"X13421x16034","13421","16034","106","45","Influenza","Influenza","HA","10_15x","2016_12_23",4,4,3,0,0,5
"X13421x16034","13421","16034","121","45","Influenza","Influenza","HA","11_15xi","2016_12_23",5,1,3,0,0,5
"X13421x16034","13421","16034","17","10","Influenza","Influenza","HA","5_15v","2016_02_22",0,1,1,0,0,2
"X13421x16034","13421","16034","64","15","Influenza","Influenza","HA","7_15vii","2016_01_13",0,0,0,0,0,0
"X13421x16034","13421","16034","67","15","Influenza","Influenza","HA","7_15vii","2016_08_16",3,3,3,1,0,4
"X13421x16034","13421","16034","67","15","Influenza","Influenza","HA","7_15vii","2017_07_19",3,4,1,0,0,4
"X13421x16034","13421","16034","7","10","Influenza","Influenza","HA","5_15v","2016_02_22",0,1,2,0,0,3
"X13421x16034","13421","16034","72","15","Influenza","Influenza","HA","7_15vii","2016_08_16",3,3,3,0,0,4
"X13421x16034","13421","16034","72","15","Influenza","Influenza","HA","7_15vii","2017_07_10",3,3,0,0,0,3
"X13421x16034","13421","16034","76","7","Influenza","Influenza","HA","8_15viii","2017_08_16",0,0,0,0,0,0
"X13421x16034","13421","16034","77","7","Influenza","Influenza","HA","8_15viii","2017_07_25",0,0,0,0,0,0
"X13421x16034","13421","16034","82","7","Influenza","Influenza","HA","8_15viii","2017_07_25",0,0,0,0,0,0
"X13421x16034","13421","16034","83","7","Influenza","Influenza","HA","8_15viii","2017_07_25",0,0,0,0,0,0
"X13421x3260","13421","3260","40","45","Influenza","Influenza","HA","11_15xi","2016_12_23",3,5,3,0,0,5
"X13421x3260","13421","3260","46","7","Influenza","Influenza","HA","11_15xi","2017_01_02",0,2,0,0,0,2
"X13421x3260","13421","3260","47","7","Influenza","Influenza","HA","11_15xi","2017_01_02",0,0,0,0,0,0
"X13421x3260","13421","3260","63","10","Influenza","Influenza","HA","3_16iii","2016_10_10",0,2,0,0,0,3
"X13421x3260","13421","3260","63","10","Influenza","Influenza","HA","3_16iii","2016_11_25",0,2,0,0,0,3
"X13421x3260","13421","3260","64","10","Influenza","Influenza","HA","3_16iii","2016_11_25",4,4,0.5,1.5,0,5
"X13421x3260","13421","3260","65","10","Influenza","Influenza","HA","3_16iii","2016_10_10",1,3,1,0,1,3
"X13421x3260","13421","3260","66","10","Influenza","Influenza","HA","3_16iii","2016_10_10",0,3,1,0,0,3
"X15155x8054","15155","8054","10","10","Influenza","Influenza","HA","5_14v","2015_05_06",2,5,4,2,0,6
"X15155x8054","15155","8054","111","15","Influenza","Influenza","HA","9_14ix","2017_02_15",0,1,0,0,0,3
"X15155x8054","15155","8054","112","15","Influenza","Influenza","HA","9_14ix","2017_02_15",0,2,1,0,0,4
"X15155x8054","15155","8054","113","15","Influenza","Influenza","HA","9_14ix","2017_02_15",2,2,0,0,0,4
"X15155x8054","15155","8054","115","15","Influenza","Influenza","HA","9_14ix","2015_05_06",1,5,3,2,0,5
"X15155x8054","15155","8054","16","10","Influenza","Influenza","HA","5_14v","2015_05_06",0,2,0,1,0,3
"X15155x8054","15155","8054","17","10","Influenza","Influenza","HA","5_14v","2015_05_06",0,3,2,0,0,3
"X15155x8054","15155","8054","26","7","Influenza","Influenza","HA","6_14vi","2014_08_20",0,1,0,0,0,2
"X15155x8054","15155","8054","27","7","Influenza","Influenza","HA","6_14vi","2014_08_20",0,0,0,0,0,0
"X15155x8054","15155","8054","28","7","Influenza","Influenza","HA","6_14vi","2014_08_20",0,0,0,0,0,1
"X15155x8054","15155","8054","75","45","Influenza","Influenza","HA","8_14viii","2015_11_16",0,7,4,0,0,7
"X15155x8054","15155","8054","85","45","Influenza","Influenza","HA","8_14viii","2015_11_16",1,6,4,0,0,6
"X15155x8054","15155","8054","95","45","Influenza","Influenza","HA","8_14viii","2015_11_16",4,6,5,3,0,7
"X15156x1566","15156","1566","124","7","Influenza","Influenza","HA","1_13i","2013_12_03",0,1,NA,0,0,NA
"X15156x1566","15156","1566","125","7","Influenza","Influenza","HA","1_13i","2017_07_13",1,0,0,0,0,1
"X15156x1566","15156","1566","139","7","Influenza","Influenza","HA","1_13i","2017_07_13",0,0,0,0,0,0
"X15156x1566","15156","1566","141","7","Influenza","Influenza","HA","1_13i","2013_12_03",0,0,NA,0,0,NA
"X15156x1566","15156","1566","163","45","Influenza","Influenza","HA","2_13ii","2013_12_19",1,3,2,1,0,NA
"X15156x1566","15156","1566","168","45","Influenza","Influenza","HA","2_13ii","2013_12_03",3,4,4,3,0,NA
"X15156x1566","15156","1566","170","15","Influenza","Influenza","HA","2_13ii","2013_11_26",3,3.5,NA,3,0,5
"X15156x1566","15156","1566","174","15","Influenza","Influenza","HA","2_13ii","2017_07_10",3,3,0,1,0,4
"X15156x1566","15156","1566","178","45","Influenza","Influenza","HA","2_13ii","2017_08_01",1,3,0,1,0,4
"X15156x1566","15156","1566","185","15","Influenza","Influenza","HA","2_13ii","2017_07_10",2,3,0,1,1,3
"X15156x1566","15156","1566","195","10","Influenza","Influenza","HA","3_13iii","2013_12_05",2,1,2,3,0,NA
"X15156x1566","15156","1566","199","10","Influenza","Influenza","HA","3_13iii","2013_12_17",0,0,0,0,0,NA
"X15156x1566","15156","1566","200","10","Influenza","Influenza","HA","3_13iii","2013_12_17",0,0,0,0,0,NA
"X15156x1566","15156","1566","201","15","Influenza","Influenza","HA","3_13iii","2013_12_17",0,0,0,0,0,NA
"X15156x1566","15156","1566","202","15","Influenza","Influenza","HA","3_13iii","2013_11_26",0,2,NA,1,0,3
"X15156x3252","15156","3252","11","15","Influenza","Influenza","HA","10_13x","2017_07_19",1,3,0,0,0,2
"X15156x3252","15156","3252","11","15","Influenza","Influenza","HA","10_13x","2014_05_02",0,2,1,0,0,3
"X15156x3252","15156","3252","13","45","Influenza","Influenza","HA","10_13x","2013_12_19",0,4,3,0,0,NA
"X15156x3252","15156","3252","13","45","Influenza","Influenza","HA","10_13x","2014_01_17",NA,NA,NA,NA,NA,4
"X15156x3252","15156","3252","20","10","Influenza","Influenza","HA","10_13x","2014_04_22",0,3,3,0,0,NA
"X15156x3252","15156","3252","20","10","Influenza","Influenza","HA","10_13x","2014_01_17",NA,NA,NA,NA,NA,3
"X15156x3252","15156","3252","23","7","Influenza","Influenza","HA","10_13x","2014_01_17",NA,NA,NA,NA,NA,0
"X15156x3252","15156","3252","32","15","Influenza","Influenza","HA","10_13x","2014_05_06",0,2,1,2,0,3
"X15156x3252","15156","3252","34","10","Influenza","Influenza","HA","10_13x","2014_01_17",NA,NA,NA,NA,NA,0
"X15156x3252","15156","3252","34","10","Influenza","Influenza","HA","10_13x","2014_05_02",0,1,0,0,0,NA
"X15156x3252","15156","3252","34","10","Influenza","Influenza","HA","10_13x","2014_04_15",0,3,0,0,0,NA
"X15156x3252","15156","3252","37","7","Influenza","Influenza","HA","10_13x","2014_05_02",0,0,0,0,0,NA
"X15156x3252","15156","3252","37","7","Influenza","Influenza","HA","10_13x","2014_01_17",NA,NA,NA,NA,NA,0
"X15156x3252","15156","3252","48","7","Influenza","Influenza","HA","10_13x","2014_05_02",0,0,0,0,0,NA
"X15156x3252","15156","3252","48","7","Influenza","Influenza","HA","10_13x","2014_01_17",NA,NA,NA,NA,NA,0
"X15156x3252","15156","3252","49","10","Influenza","Influenza","HA","10_13x","2014_01_04",0,0,0,0,0,NA
"X15156x3252","15156","3252","49","10","Influenza","Influenza","HA","10_13x","2014_04_15",0,0,0,0,0,NA
"X15156x3252","15156","3252","49","10","Influenza","Influenza","HA","10_13x","2014_01_17",NA,NA,NA,NA,NA,0
"X15156x3252","15156","3252","56","15","Influenza","Influenza","HA","10_13x","2014_05_02",0,3,2,1,0,3
"X15156x3252","15156","3252","56","15","Influenza","Influenza","HA","10_13x","2017_07_10",1,1,1,0,0,2
"X15156x3252","15156","3252","58","45","Influenza","Influenza","HA","10_13x","2013_12_03",4,5,5,0,0,NA
"X15156x3252","15156","3252","58","45","Influenza","Influenza","HA","10_13x","2013_12_12",NA,NA,NA,NA,NA,5
"X15156x3252","15156","3252","59","45","Influenza","Influenza","HA","10_13x","2013_12_05",5,4,4,2,0,NA
"X15156x3252","15156","3252","59","45","Influenza","Influenza","HA","10_13x","2013_12_12",NA,NA,NA,NA,NA,4.66666666666667
"X15156x3252","15156","3252","6","45","Influenza","Influenza","HA","10_13x","2013_12_19",2,4,4,0,0,NA
"X15156x3252","15156","3252","6","45","Influenza","Influenza","HA","10_13x","2014_05_02",5,4,2,0,0,0
"X15156x3252","15156","3252","6","45","Influenza","Influenza","HA","10_13x","2014_01_17",NA,NA,NA,NA,NA,4
"X15156x3252","15156","3252","7","45","Influenza","Influenza","HA","10_13x","2013_12_19",1,4,3,0,0,NA
"X15156x3252","15156","3252","7","45","Influenza","Influenza","HA","10_13x","2014_01_17",NA,NA,NA,NA,NA,4
"X1566x8002","1566","8002","36","15","Influenza","Influenza","HA","1_13i","2013_12_17",0,0,0,0,0,NA
"X1566x8002","1566","8002","37","15","Influenza","Influenza","HA","1_13i","2013_12_17",0,0,0,0,0,NA
"X1566x8002","1566","8002","41","15","Influenza","Influenza","HA","1_13i","2013_12_17",0,0,0,0,0,NA
"X1566x8043","1566","8043","24","45","Influenza","Influenza","HA","6_14vi","2014_09_17",0,3,3,0,0,4
"X1566x8043","1566","8043","25","45","Influenza","Influenza","HA","6_14vi","2014_09_17",0,4,2,0,0,4
"X1566x8043","1566","8043","26","45","Influenza","Influenza","HA","6_14vi","2014_09_17",0,4,2,1,0,4
"X1566x8043","1566","8043","31","7","Influenza","Influenza","HA","6_14vi","2014_08_20",0,0,0,0,0,0
"X1566x8043","1566","8043","32","10","Influenza","Influenza","HA","6_14vi","2014_09_17",0,0,0,0,0,0
"X1566x8043","1566","8043","34","7","Influenza","Influenza","HA","6_14vi","2014_08_20",0,0,0,0,0,0
"X1566x8043","1566","8043","35","7","Influenza","Influenza","HA","6_14vi","2014_08_20",0,0,0,0,0,0
"X1566x8043","1566","8043","39","10","Influenza","Influenza","HA","6_14vi","2014_08_14",0,1,0,0,0,2
"X1566x8043","1566","8043","40","10","Influenza","Influenza","HA","6_14vi","2014_09_17",0,0,0,0,0,0
"X1566x8043","1566","8043","78","15","Influenza","Influenza","HA","7_14vii","2017_02_15",1,1,0,0,0,3
"X1566x8043","1566","8043","79","15","Influenza","Influenza","HA","7_14vii","2017_02_15",0,0,0,0,0,2
"X1566x8043","1566","8043","80","15","Influenza","Influenza","HA","7_14vii","2017_02_15",1,0,0,1,0,3
"X16034x13067","16034","13067","32","10","Influenza","Influenza","HA","6_15vi","2016_01_13",0,0,0,0,0,0
"X16034x13067","16034","13067","38","7","Influenza","Influenza","HA","6_15vi","2016_01_13",0,0,0,0,0,0
"X16034x13067","16034","13067","39","10","Influenza","Influenza","HA","6_15vi","2016_01_13",0,0,0,0,0,0
"X16034x13067","16034","13067","40","15","Influenza","Influenza","HA","6_15vi","2015_11_16",2,3,4,1,1,5
"X16034x13067","16034","13067","45","10","Influenza","Influenza","HA","6_15vi","2016_01_13",0,0,0,0,0,0
"X16034x13067","16034","13067","46","15","Influenza","Influenza","HA","6_15vi","2015_12_28",2,4,3,2,0,5
"X16034x13067","16034","13067","82","45","Influenza","Influenza","HA","7_15vii","2016_12_14",5,5,4,0,NA,6
"X16034x13067","16034","13067","83","45","Influenza","Influenza","HA","7_15vii","2016_12_14",6,5,5,4,NA,7
"X16034x13067","16034","13067","85","7","Influenza","Influenza","HA","7_15vii","2015_12_28",0,0,0,0,0,1
"X16034x13067","16034","13067","86","7","Influenza","Influenza","HA","7_15vii","2015_12_28",0,0,0,0,0,0
"X16034x13067","16034","13067","90","7","Influenza","Influenza","HA","7_15vii","2015_12_28",0,0,0,0,0,0
"X16072x3393","16072","3393","117","10","Influenza","Influenza","HA","9_14ix","2016_08_01",4,3,2,0,0,4
"X16072x3393","16072","3393","118","15","Influenza","Influenza","HA","9_14ix","2017_02_15",3,3,1,0,0,3
"X16072x3393","16072","3393","119","15","Influenza","Influenza","HA","9_14ix","2017_07_19",2,4,1,1,1,4
"X16072x3393","16072","3393","119","15","Influenza","Influenza","HA","9_14ix","2017_02_15",2,4,0,0,0,3
"X16072x3393","16072","3393","120","15","Influenza","Influenza","HA","9_14ix","2017_02_15",3,5,2,0,0,4
"X16072x3393","16072","3393","121","10","Influenza","Influenza","HA","9_14ix","2016_08_01",4,3,2,1,0,4
"X16072x3393","16072","3393","13","7","Influenza","Influenza","HA","8_14viii","2017_07_25",0,0,0,0,0,0
"X16072x3393","16072","3393","14","7","Influenza","Influenza","HA","8_14viii","2017_07_13",0,0,0,0,0,0
"X16072x3393","16072","3393","143","45","Influenza","Influenza","HA","9_14ix","2016_12_14",5,5,3,0,NA,5
"X16072x3393","16072","3393","148","10","Influenza","Influenza","HA","9_14ix","2016_08_01",2,3,2,2,0,3
"X16072x3393","16072","3393","15","7","Influenza","Influenza","HA","8_14viii","2017_07_13",0,0,0,0,0,0
"X16072x3393","16072","3393","17","7","Influenza","Influenza","HA","8_14viii","2017_07_13",0,0,0,0,0,0
"X16072x5346","16072","5346","1","7","Influenza","Influenza","HA","6_15vi","2016_01_13",0,0,0,0,0,0
"X16072x5346","16072","5346","10","10","Influenza","Influenza","HA","6_15vi","2016_01_13",0,0,0,0,0,0
"X16072x5346","16072","5346","19","7","Influenza","Influenza","HA","6_15vi","2016_01_13",0,0,0,0,0,0
"X16072x5346","16072","5346","2","7","Influenza","Influenza","HA","6_15vi","2016_01_13",0,0,0,0,0,0
"X16072x5346","16072","5346","23","10","Influenza","Influenza","HA","6_15vi","2016_01_13",0,0,0,0,0,0
"X16072x5346","16072","5346","24","15","Influenza","Influenza","HA","6_15vi","2015_12_28",0,3,3,0,0,4
"X16072x5346","16072","5346","29","15","Influenza","Influenza","HA","6_15vi","2015_12_28",0,1,2,0,0,3
"X16072x5346","16072","5346","36","15","Influenza","Influenza","HA","6_15vi","2015_12_28",0,3,3,0,0,3
"X16072x5346","16072","5346","9","10","Influenza","Influenza","HA","6_15vi","2016_01_13",0,0,0,0,0,0
"X16188x3252","16188","3252","154","45","Influenza","Influenza","HA","4_13iv","2013_12_17",0,0,0,0,0,NA
"X16188x3252","16188","3252","154","45","Influenza","Influenza","HA","4_13iv","2013_08_16",NA,NA,NA,NA,NA,4.66666666666667
"X16188x3252","16188","3252","155","45","Influenza","Influenza","HA","4_13iv","2013_08_16",NA,NA,NA,NA,NA,4.33333333333333
"X16188x3252","16188","3252","155","45","Influenza","Influenza","HA","4_13iv","2013_12_19",2,5,3,0,0,NA
"X16188x3252","16188","3252","160","45","Influenza","Influenza","HA","4_13iv","2013_08_16",NA,NA,NA,NA,NA,3.66666666666667
"X16188x3252","16188","3252","160","45","Influenza","Influenza","HA","4_13iv","2013_12_17",0,0,0,0,0,NA
"X16188x3252","16188","3252","185","7","Influenza","Influenza","HA","5_13v","2013_12_05",0,0,0,0,0,NA
"X16188x3252","16188","3252","185","7","Influenza","Influenza","HA","5_13v","2013_08_16",NA,NA,NA,NA,NA,0
"X16188x3252","16188","3252","186","7","Influenza","Influenza","HA","5_13v","2013_12_05",0,1,0,0,0,NA
"X16188x3252","16188","3252","186","7","Influenza","Influenza","HA","5_13v","2013_08_16",NA,NA,NA,NA,NA,0
"X16188x3252","16188","3252","187","7","Influenza","Influenza","HA","5_13v","2013_11_26",0,0,NA,0,0,0
"X16188x3252","16188","3252","187","7","Influenza","Influenza","HA","5_13v","2013_08_16",NA,NA,NA,NA,NA,0
"X16188x3252","16188","3252","198","10","Influenza","Influenza","HA","6_13vi","2013_12_05",0,2,1,0,1,NA
"X16188x3252","16188","3252","198","10","Influenza","Influenza","HA","6_13vi","2013_08_16",NA,NA,NA,NA,NA,0
"X16188x3252","16188","3252","199","10","Influenza","Influenza","HA","6_13vi","2017_07_19",0,1,0,0,1,1
"X16188x3252","16188","3252","199","10","Influenza","Influenza","HA","6_13vi","2013_08_16",NA,NA,NA,NA,NA,0
"X16188x3252","16188","3252","217","10","Influenza","Influenza","HA","6_13vi","2013_12_05",0,2,0,0,0,NA
"X16188x3252","16188","3252","217","10","Influenza","Influenza","HA","6_13vi","2013_08_16",NA,NA,NA,NA,NA,0
"X16188x3252","16188","3252","218","10","Influenza","Influenza","HA","6_13vi","2013_12_03",0,0,0,0,0,NA
"X16188x3252","16188","3252","218","10","Influenza","Influenza","HA","6_13vi","2013_08_16",NA,NA,NA,NA,NA,0
"X16188x3252","16188","3252","236","15","Influenza","Influenza","HA","7_13vii","2013_08_16",NA,NA,NA,NA,NA,2.66666666666667
"X16188x3252","16188","3252","236","15","Influenza","Influenza","HA","7_13vii","2013_12_03",1,4,2,2,0,NA
"X16188x3252","16188","3252","237","15","Influenza","Influenza","HA","7_13vii","2013_11_26",0,3,NA,2,1,4
"X16188x3252","16188","3252","237","15","Influenza","Influenza","HA","7_13vii","2013_08_16",NA,NA,NA,NA,NA,2
"X16188x3252","16188","3252","238","15","Influenza","Influenza","HA","7_13vii","2013_08_16",NA,NA,NA,NA,NA,2
"X16188x3252","16188","3252","238","15","Influenza","Influenza","HA","7_13vii","2013_12_03",0,3,1,1,0,NA
"X16188x8005","16188","8005","107","45","Influenza","Influenza","HA","12_13xii","2014_05_26",4,7,6,3,0,7
"X16188x8005","16188","8005","108","45","Influenza","Influenza","HA","12_13xii","2014_05_26",1,7,6,0,0,8
"X16188x8005","16188","8005","112","7","Influenza","Influenza","HA","12_13xii","2014_01_04",0,0,0,0,0,NA
"X16188x8005","16188","8005","113","7","Influenza","Influenza","HA","12_13xii","2014_01_04",0,0,1,0,0,NA
"X16188x8005","16188","8005","113","7","Influenza","Influenza","HA","12_13xii","2014_01_17",NA,NA,NA,NA,NA,1
"X16188x8005","16188","8005","74","10","Influenza","Influenza","HA","11_13xi","2013_12_17",0,0,0,0,0,NA
"X16188x8005","16188","8005","74","10","Influenza","Influenza","HA","11_13xi","2013_12_12",NA,NA,NA,NA,NA,3
"X16188x8005","16188","8005","77","45","Influenza","Influenza","HA","12_13xii","2014_05_26",5,7,6,4,0,8
"X16188x8005","16188","8005","81","15","Influenza","Influenza","HA","1_14i","2014_05_26",2,6,5,5,1,7
"X16188x8005","16188","8005","82","15","Influenza","Influenza","HA","1_14i","2014_05_26",0,5,4,3,0,6
"X16188x8005","16188","8005","83","15","Influenza","Influenza","HA","1_14i","2014_05_26",0,5,4,4,0,6
"X16188x8005","16188","8005","84","7","Influenza","Influenza","HA","12_13xii","2013_12_17",0,0,0,0,0,NA
"X16188x8005","16188","8005","84","7","Influenza","Influenza","HA","12_13xii","2014_01_17",NA,NA,NA,NA,NA,0
"X16188x8005","16188","8005","85","7","Influenza","Influenza","HA","12_13xii","2013_12_17",0,0,0,0,0,NA
"X16211x13140","16211","13140","11","7","Influenza","Influenza","HA","4_13iv","2013_12_03",0,0,NA,0,0,NA
"X16211x13140","16211","13140","120","45","Influenza","Influenza","HA","11_13xi","2014_05_26",4,5,5,4,0,6
"X16211x13140","16211","13140","121","45","Influenza","Influenza","HA","11_13xi","2014_05_26",1,5,6,0,0,7
"X16211x13140","16211","13140","126","45","Influenza","Influenza","HA","11_13xi","2014_05_26",4,6,5,0,0,7
"X16211x13140","16211","13140","127","45","Influenza","Influenza","HA","11_13xi","2014_05_26",0,5,6,0,0,7
"X16211x13140","16211","13140","128","45","Influenza","Influenza","HA","11_13xi","2014_05_26",0,5,4,0,0,6
"X16211x13140","16211","13140","129","45","Influenza","Influenza","HA","11_13xi","2014_05_20",1,6,5,0,0,7
"X16211x13140","16211","13140","5","7","Influenza","Influenza","HA","4_13iv","2013_12_03",0,0,NA,0,0,NA
"X16211x13140","16211","13140","54","15","Influenza","Influenza","HA","9_13ix","2014_05_02",3,4,3,0,0,5
"X16211x13140","16211","13140","54","15","Influenza","Influenza","HA","9_13ix","2017_07_19",4,4,1,0,0,5
"X16211x13140","16211","13140","64","15","Influenza","Influenza","HA","9_13ix","2014_05_06",5,3,4,0,0,6
"X16211x13140","16211","13140","65","15","Influenza","Influenza","HA","9_13ix","2014_05_06",0,2,2,0,0,3
"X16211x16557","16211","16557","129","15","Influenza","Influenza","HA","8_14viii","2017_02_15",1,3,0,0,0,3
"X16211x16557","16211","16557","133","15","Influenza","Influenza","HA","8_14viii","2015_05_06",0,3,2,0,0,3
"X16211x16557","16211","16557","134","15","Influenza","Influenza","HA","8_14viii","2017_02_15",0,2,0,0,0,3
"X16211x16557","16211","16557","135","15","Influenza","Influenza","HA","8_14viii","2017_02_15",2,3,0,0,0,3
"X16211x16557","16211","16557","36","7","Influenza","Influenza","HA","3_14iii","2017_07_13",0,1,0,0,0,1
"X16211x16557","16211","16557","38","7","Influenza","Influenza","HA","3_14iii","2017_07_13",0,0,0,0,0,0
"X16211x16557","16211","16557","44","7","Influenza","Influenza","HA","3_14iii","2017_07_13",0,0,0,0,0,0
"X16211x16557","16211","16557","90","10","Influenza","Influenza","HA","5_14v","2015_05_06",2,3,1,1,0,4
"X16211x16557","16211","16557","91","45","Influenza","Influenza","HA","5_14v","2014_08_20",3,5,4,0,0,6
"X16211x16557","16211","16557","94","10","Influenza","Influenza","HA","5_14v","2015_05_06",0,0,0,0,0,2
"X16211x16557","16211","16557","95","45","Influenza","Influenza","HA","5_14v","2014_09_17",0,4,3,0,0,5
"X16211x16557","16211","16557","97","10","Influenza","Influenza","HA","5_14v","2015_05_06",2,4,3,0,0,4
"X16211x16557","16211","16557","98","45","Influenza","Influenza","HA","5_14v","2014_09_17",0,3,1,0,0,4
