"RIX","dam","sire","ID","day","virus","antigen_virus","antigen","cohort","assay_date","IgG1","IgG2ac","IgG2b","IgG3","IgM","TotalG"
"CC039xCC020","15155","8054","28","7","Influenza","Influenza","HA","6_14vi","2014_08_20",100,1000,300,10,10,3000
"CC029xCC027","3564","8027","2","10","Influenza","Influenza","HA","3_15iii","2016_02_22",100,10000,10,10,1000,10000
"CC051xCC009","16912","5489","38","7","Influenza","Influenza","HA","4_14iv","2017_07_13",100,300,10,10,1000,1000
"CC063xCC001","5391","13140","24","45","Influenza","Influenza","HA","11_15xi","2016_12_23",3e+05,3e+05,3e+05,300,10,3e+05
"CC010xCC015","8018","3154","12","45","Influenza","Influenza","HA","10_13x","2013_12_19",10000,3e+05,30000,1000,10,NA
"CC029xCC027","3564","8027","20","10","Influenza","Influenza","HA","3_15iii","2016_02_22",100,10000,3000,300,10,10000
"CC001xCC055","13140","16680","42","10","Influenza","Influenza","HA","7_14vii","2014_09_17",10,3000,1000,300,300,10000
"CC022xCC044","8046","4410","61","45","Influenza","Influenza","HA","3_16iii","2017_08_01",3000,30000,30000,30000,10,1e+05
"CC056xCC033","8056","8033","129","7","Influenza","Influenza","HA","7_15vii","2015_12_28",10,300,10,10,300,1000
"CC004xCC011","16188","3252","160","45","Influenza","Influenza","HA","4_13iv","2013_12_17",3000,3e+05,30000,3000,10,NA
"CC063xCC001","5391","13140","25","45","Influenza","Influenza","HA","11_15xi","2016_12_23",3e+05,3e+05,30000,100,10,3e+05
"CC001xCC055","13140","16680","43","10","Influenza","Influenza","HA","7_14vii","2014_09_17",10,10000,3000,10,10,10000
"CC004xCC011","16188","3252","185","7","Influenza","Influenza","HA","5_13v","2013_12_05",10,10,100,10,300,NA
"CC039xCC020","15155","8054","85","45","Influenza","Influenza","HA","8_14viii","2015_11_16",10000,3e+05,30000,10000,10,3e+05
"CC013xCC041","8010","16441","126","45","Influenza","Influenza","HA","1_14i","2014_08_12",10,1e+05,1e+05,10,10,3e+05
"CC039xCC020","15155","8054","95","45","Influenza","Influenza","HA","8_14viii","2015_11_16",1e+05,3e+05,1e+05,10000,10,3e+05
"CC001xCC055","13140","16680","47","10","Influenza","Influenza","HA","7_14vii","2014_09_17",10,10000,1000,10,10,10000
"CC056xCC033","8056","8033","131","7","Influenza","Influenza","HA","7_15vii","2015_12_28",10,300,100,10,1000,1000
"CC029xCC027","3564","8027","47","45","Influenza","Influenza","HA","3_15iii","2015_05_19",1e+05,3e+05,3e+05,30000,10,3e+05
"CC004xCC011","16188","3252","187","7","Influenza","Influenza","HA","5_13v","2013_11_26",10,NA,NA,10,300,NA
"CC029xCC027","3564","8027","49","7","Influenza","Influenza","HA","3_15iii","2017_07_13",10,300,10,10,3000,300
"CC001xCC074","13140","3015","102","15","Influenza","Influenza","HA","3_13iii","2013_12_17",1e+05,1e+05,1e+05,3000,10,NA
"CC010xCC015","8018","3154","31","7","Influenza","Influenza","HA","12_13xii","merged",10,1000,10,NA,100,NA
"CC001xCC074","13140","3015","145","45","Influenza","Influenza","HA","3_13iii","2013_12_05",3e+05,3e+05,3e+05,3000,10,NA
"CC010xCC015","8018","3154","32","7","Influenza","Influenza","HA","12_13xii","2013_12_17",10,10,10,10,10,NA
"CC001xCC074","13140","3015","148","45","Influenza","Influenza","HA","3_13iii","2013_12_17",10,10,10,10,100,NA
"CC063xCC001","5391","13140","8","7","Influenza","Influenza","HA","10_15x","2017_01_02",10,10,10,10,10,100
"CC051xCC009","16912","5489","64","45","Influenza","Influenza","HA","5_14v","2014_09_17",1e+05,3e+05,1e+05,3000,10,3e+05
"CC040xCC003","16557","13067","129","10","Influenza","Influenza","HA","5_14v","2015_05_06",10,1000,1000,1000,3000,10000
"CC001xCC074","13140","3015","149","45","Influenza","Influenza","HA","3_13iii","2013_12_03",30000,3e+05,3e+05,300,10,NA
"CC072xCC063","16521","5391","158","7","Influenza","Influenza","HA","3_16iii","2017_01_02",10,10,10,10,10,100
"CC010xCC015","8018","3154","95","10","Influenza","Influenza","HA","4_14iv","merged",10,30000,NA,3000,NA,30000
"CC029xCC027","3564","8027","9","15","Influenza","Influenza","HA","3_15iii","2017_02_15",30000,3e+05,10000,10000,10,3e+05
"CC010xCC015","8018","3154","97","10","Influenza","Influenza","HA","4_14iv","2015_05_06",10,30000,10000,10000,10000,1e+05
"CC004xCC011","16188","3252","218","10","Influenza","Influenza","HA","6_13vi","2013_12_03",10,1000,300,10,1000,NA
"CC056xCC033","8056","8033","155","10","Influenza","Influenza","HA","9_15ix","2016_10_10",10,10000,1000,100,300,30000
"CC001xCC074","13140","3015","176","7","Influenza","Influenza","HA","4_13iv","2013_12_05",10,10,10,10,10,NA
"CC001xCC074","13140","3015","177","7","Influenza","Influenza","HA","4_13iv","2013_11_26",10,NA,NA,10,10,10
"CC001xCC074","13140","3015","177","7","Influenza","Influenza","HA","4_13iv","merged",NA,10,NA,NA,NA,NA
"CC040xCC003","16557","13067","14","7","Influenza","Influenza","HA","12_13xii","2014_01_17",NA,NA,NA,NA,NA,10
"CC019xCC004","16513","16188","136","45","Influenza","Influenza","HA","4_14iv","2014_08_20",1e+05,3e+05,1e+05,1e+05,10,3e+05
"CC040xCC003","16557","13067","14","7","Influenza","Influenza","HA","12_13xii","2014_01_04",10,10,10,10,100,NA
"CC040xCC003","16557","13067","18","7","Influenza","Influenza","HA","12_13xii","2014_01_04",10,100,10,300,10,NA
"CC011xCC032","3252","8002","123","7","Influenza","Influenza","HA","12_13xii","2013_12_17",30000,3e+05,1e+05,10000,10,NA
"CC023xCC025","8043","8008","122","7","Influenza","Influenza","HA","6_14vi","2014_09_17",10,10,10,10,10,10
"CC013xCC041","8010","16441","258","15","Influenza","Influenza","HA","5_15v","2016_01_13",10,1000,1000,100,10,3000
"CC040xCC003","16557","13067","24","7","Influenza","Influenza","HA","12_13xii","2013_12_17",10,1000,1000,10,300,NA
"CC019xCC004","16513","16188","142","45","Influenza","Influenza","HA","4_14iv","2014_08_20",30000,3e+05,1e+05,30000,10,3e+05
"CC002xCC011","15156","3252","13","45","Influenza","Influenza","HA","10_13x","2013_12_19",3000,1e+05,30000,1000,10,NA
"CC040xCC003","16557","13067","25","7","Influenza","Influenza","HA","12_13xii","2014_01_04",10,10,100,10,10,NA
"CC011xCC032","3252","8002","132","7","Influenza","Influenza","HA","12_13xii","2014_01_04",10,10,10,10,10,NA
"CC002xCC011","15156","3252","20","10","Influenza","Influenza","HA","10_13x","2014_04_22",10,30000,10000,300,3000,NA
"CC011xCC032","3252","8002","136","7","Influenza","Influenza","HA","12_13xii","2014_01_04",10,10,10,10,10,NA
"CC002xCC011","15156","3252","23","7","Influenza","Influenza","HA","10_13x","merged",NA,NA,NA,NA,NA,10
"CC063xCC002","5391","15156","51","7","Influenza","Influenza","HA","6_15vi","2016_01_13",10,10,10,10,10,10
"CC019xCC004","16513","16188","241","7","Influenza","Influenza","HA","3_15iii","2017_07_13",10,10,10,10,1000,100
"CC002xCC011","15156","3252","34","10","Influenza","Influenza","HA","10_13x","merged",10,3000,300,300,300,NA
"CC019xCC004","16513","16188","32","7","Influenza","Influenza","HA","12_13xii","2014_01_17",NA,NA,NA,NA,NA,10
"CC019xCC004","16513","16188","32","7","Influenza","Influenza","HA","12_13xii","2013_12_17",3000,10000,10000,3000,10,NA
"CC011xCC032","3252","8002","43","10","Influenza","Influenza","HA","11_13xi","2013_12_19",10,1000,100,10,1000,NA
"CC030xCC023","8034","8043","119","7","Influenza","Influenza","HA","7_15vii","2015_12_28",10,10,10,10,100,300
"CC002xCC011","15156","3252","37","7","Influenza","Influenza","HA","10_13x","merged",10,100,10,10,10,NA
"CC019xCC004","16513","16188","35","7","Influenza","Influenza","HA","12_13xii","2014_01_04",10,300,100,100,10,NA
"CC002xCC011","15156","3252","48","7","Influenza","Influenza","HA","10_13x","2014_05_02",10,10,10,10,10,NA
"CC002xCC011","15156","3252","48","7","Influenza","Influenza","HA","10_13x","2014_01_17",NA,NA,NA,NA,NA,10
"CC030xCC023","8034","8043","120","7","Influenza","Influenza","HA","7_15vii","2015_12_28",10,300,100,10,100,300
"CC030xCC023","8034","8043","121","7","Influenza","Influenza","HA","7_15vii","2015_12_28",10,10,10,10,100,300
"CC019xCC027","16513","8027","10","45","Influenza","Influenza","HA","1_16i","merged",1000,30000,3000,NA,10,1e+05
"CC052xCC014","8052","3415","36","7","Influenza","Influenza","HA","6_14vi","2014_09_17",10,10,10,10,10,10
"CC019xCC027","16513","8027","142","7","Influenza","Influenza","HA","2_16ii","2017_01_02",10,10,10,10,10,300
"CC002xCC011","15156","3252","58","45","Influenza","Influenza","HA","10_13x","2013_12_03",30000,1e+05,1e+05,3000,10,NA
"CC019xCC027","16513","8027","143","7","Influenza","Influenza","HA","2_16ii","2016_12_23",10,10,10,300,100,300
"CC002xCC011","15156","3252","59","45","Influenza","Influenza","HA","10_13x","2013_12_05",1e+05,1e+05,30000,3000,10,NA
"CC013xCC041","8010","16441","314","7","Influenza","Influenza","HA","7_15vii","2015_12_28",10,100,10,10,10,300
"CC052xCC014","8052","3415","68","15","Influenza","Influenza","HA","8_14viii","2017_02_15",30000,1e+05,10000,10000,10,1e+05
"CC019xCC027","16513","8027","148","7","Influenza","Influenza","HA","2_16ii","2017_01_02",10,10,10,10,10,100
"CC011xNA","3252","8042","99","7","Influenza","Influenza","HA","7_13vii","merged",NA,NA,NA,NA,NA,10
"CC002xCC011","15156","3252","6","45","Influenza","Influenza","HA","10_13x","merged",NA,NA,30000,10,10,NA
"CC024xCC023","8004","8043","14","7","Influenza","Influenza","HA","7_13vii","2014_04_22",10,300,100,10,10,NA
"CC002xCC011","15156","3252","7","45","Influenza","Influenza","HA","10_13x","2013_12_19",3000,1e+05,10000,1000,10,NA
"CC019xCC027","16513","8027","150","7","Influenza","Influenza","HA","2_16ii","2017_01_02",10,10,10,10,10,100
"CC041xCC012","16441","8005","72","7","Influenza","Influenza","HA","5_13v","2017_07_13",10,100,10,10,1000,NA
"CC012xCC032","8005","8002","111","15","Influenza","Influenza","HA","9_13ix","2014_05_06",1000,1e+05,30000,3000,10,1e+05
"CC030xCC023","8034","8043","129","45","Influenza","Influenza","HA","7_15vii","2016_12_14",10,3e+05,30000,10,NA,3e+05
"CC014xCC059","3415","16012","44","7","Influenza","Influenza","HA","8_14viii","2017_07_25",10,10,10,10,300,10
"CC019xCC027","16513","8027","19","45","Influenza","Influenza","HA","1_16i","2016_11_25",NA,NA,NA,NA,10,NA
"CC030xCC023","8034","8043","32","7","Influenza","Influenza","HA","4_15iv","2017_07_25",10,100,10,10,300,100
"CC041xCC012","16441","8005","73","7","Influenza","Influenza","HA","5_13v","2017_07_13",10,100,10,100,1000,NA
"CC024xCC023","8004","8043","155","45","Influenza","Influenza","HA","10_13x","2013_12_17",10000,1e+05,10000,3000,10,NA
"CC041xCC012","16441","8005","74","7","Influenza","Influenza","HA","5_13v","2013_11_26",300,NA,NA,10,300,NA
"CC002xCC021","15156","1566","139","7","Influenza","Influenza","HA","1_13i","2017_07_13",10,3000,10,10,10,10
"CC005xCC001","16211","13140","121","45","Influenza","Influenza","HA","11_13xi","2014_05_26",10000,3e+05,3e+05,300,10,3e+05
"CC019xCC027","16513","8027","43","10","Influenza","Influenza","HA","1_16i","2016_10_10",100,10000,300,10,300,10000
"CC065xCC010","5119","8018","90","10","Influenza","Influenza","HA","11_13xi","2013_12_19",10,10000,1000,300,3000,NA
"CC002xCC021","15156","1566","141","7","Influenza","Influenza","HA","1_13i","2013_12_03",10,100,NA,100,100,NA
"CC030xCC023","8034","8043","38","7","Influenza","Influenza","HA","4_15iv","2017_07_25",10,10,10,10,300,100
"CC002xCC021","15156","1566","163","45","Influenza","Influenza","HA","2_13ii","2013_12_19",3000,30000,3000,1000,10,NA
"CC012xCC032","8005","8002","149","45","Influenza","Influenza","HA","10_13x","2013_12_19",10000,3e+05,1e+05,1000,10,NA
"CC055xCC006","16680","16750","126","7","Influenza","Influenza","HA","7_16vii","2017_01_02",10,10,10,300,100,1000
"CC041xCC012","16441","8005","80","45","Influenza","Influenza","HA","5_13v","2013_12_19",30000,3e+05,3e+05,300,10,NA
"CC068xCC035","16768","5035","10","7","Influenza","Influenza","HA","11_15xi","2016_12_23",10,10,10,10,300,1000
"CC030xCC023","8034","8043","46","10","Influenza","Influenza","HA","4_15iv","2016_08_01",10,3000,1000,300,300,3000
"CC055xCC006","16680","16750","135","7","Influenza","Influenza","HA","7_16vii","2017_01_02",10,10,10,10,100,300
"CC030xCC023","8034","8043","47","10","Influenza","Influenza","HA","4_15iv","2016_08_01",10,1000,1000,10,100,1000
"CC041xCC016","16441","8024","100","15","Influenza","Influenza","HA","8_14viii","2017_02_15",30000,10000,3000,3000,10,30000
"CC033xCC068","8033","16768","118","7","Influenza","Influenza","HA","9_15ix","2017_07_25",10,10,10,10,300,300
"CC020xCC008","8054","8036","32","7","Influenza","Influenza","HA","11_14xi","2015_11_16",10,10,10,10,100,300
"CC005xCC001","16211","13140","129","45","Influenza","Influenza","HA","11_13xi","2014_05_20",30000,3e+05,3e+05,10,10,3e+05
"CC030xCC023","8034","8043","89","45","Influenza","Influenza","HA","6_15vi","2015_12_28",1000,3e+05,3e+05,3000,10,3e+05
"CC012xCC032","8005","8002","172","7","Influenza","Influenza","HA","10_13x","2014_05_02",10,1000,1000,300,300,NA
"CC020xCC008","8054","8036","33","7","Influenza","Influenza","HA","11_14xi","2015_11_16",10,100,10,100,1000,3000
"CC068xCC035","16768","5035","109","45","Influenza","Influenza","HA","8_16viii","2016_12_23",10000,1e+05,30000,10,10,3e+05
"CC041xCC016","16441","8024","105","7","Influenza","Influenza","HA","8_14viii","2017_07_25",10,10,10,10,300,100
"CC030xCC023","8034","8043","97","45","Influenza","Influenza","HA","6_15vi","2015_12_28",10,3e+05,1e+05,10000,10,3e+05
"CC020xCC008","8054","8036","34","7","Influenza","Influenza","HA","11_14xi","2015_11_16",10,300,300,100,300,1000
"CC041xCC016","16441","8024","106","7","Influenza","Influenza","HA","8_14viii","2017_07_13",10,10,10,10,300,100
"CC068xCC035","16768","5035","85","10","Influenza","Influenza","HA","5_16v","2016_10_10",10,3000,1000,10,3000,10000
"CC012xCC032","8005","8002","178","7","Influenza","Influenza","HA","10_13x","2014_05_02",10,300,300,100,300,NA
"CC012xCC032","8005","8002","179","7","Influenza","Influenza","HA","10_13x","2014_05_02",10,10,10,10,10,NA
"CC012xCC032","8005","8002","179","7","Influenza","Influenza","HA","10_13x","2014_01_17",NA,NA,NA,NA,NA,10
"CC030xCC061","8034","8048","146","45","Influenza","Influenza","HA","3_14iii","2015_04_27",10000,3e+05,1e+05,30000,10,3e+05
"CC002xCC021","15156","1566","199","10","Influenza","Influenza","HA","3_13iii","2013_12_17",10000,3e+05,10000,10000,10,NA
"CC020xCC008","8054","8036","43","10","Influenza","Influenza","HA","1_15i","2015_11_09",10,100,300,10,3000,3000
"CC012xCC038","8005","8049","109","7","Influenza","Influenza","HA","9_15ix","2017_07_25",10,10,10,10,300,300
"CC002xCC021","15156","1566","200","10","Influenza","Influenza","HA","3_13iii","2013_12_17",100,300,100,10,10,NA
"CC041xCC016","16441","8024","114","7","Influenza","Influenza","HA","8_14viii","2017_07_13",100,300,10,10,1000,100
"CC030xCC061","8034","8048","147","45","Influenza","Influenza","HA","3_14iii","2015_04_27",10,1e+05,10000,10,100,1e+05
"CC068xCC035","16768","5035","9","7","Influenza","Influenza","HA","11_15xi","2017_01_02",10,10,10,10,300,1000
"CC002xCC021","15156","1566","201","15","Influenza","Influenza","HA","3_13iii","2013_12_17",10,100,100,10,10,NA
"CC068xCC035","16768","5035","90","15","Influenza","Influenza","HA","7_16vii","2017_02_15",30000,10000,10000,1000,10,30000
"CC030xCC061","8034","8048","148","45","Influenza","Influenza","HA","3_14iii","2015_04_27",10,1e+05,30000,10,10,1e+05
"CC037xCC057","16072","3393","13","7","Influenza","Influenza","HA","8_14viii","2017_07_25",300,1000,10,10,1000,300
"CC020xCC008","8054","8036","45","10","Influenza","Influenza","HA","1_15i","2016_08_01",300,300,1000,10,10,300
"CC055xCC006","16680","16750","40","7","Influenza","Influenza","HA","2_16ii","2017_01_02",10,10,10,10,10,100
"CC012xCC038","8005","8049","114","7","Influenza","Influenza","HA","9_15ix","2017_07_25",10,100,10,10,300,300
"CC041xCC016","16441","8024","40","45","Influenza","Influenza","HA","5_14v","2014_09_17",10,3e+05,1e+05,10,10,3e+05
"CC003xCC051","13067","16912","100","7","Influenza","Influenza","HA","10_13x","2014_01_17",NA,NA,NA,NA,NA,10
"CC003xCC051","13067","16912","109","7","Influenza","Influenza","HA","10_13x","2014_05_02",10,10,10,10,100,NA
"CC003xCC051","13067","16912","109","7","Influenza","Influenza","HA","10_13x","2014_01_17",NA,NA,NA,NA,NA,10
"CC012xCC038","8005","8049","115","7","Influenza","Influenza","HA","9_15ix","2017_01_02",100,10,10,10,10,300
"CC068xCC043","16768","8021","12","7","Influenza","Influenza","HA","11_14xi","2015_11_09",10,1000,300,100,300,3000
"CC012xCC038","8005","8049","117","45","Influenza","Influenza","HA","9_15ix","2016_12_09",NA,NA,NA,NA,10,NA
"CC020xCC008","8054","8036","50","45","Influenza","Influenza","HA","3_15iii","2015_05_19",30000,3e+05,3e+05,10000,10,3e+05
"CC041xCC016","16441","8024","42","45","Influenza","Influenza","HA","5_14v","2014_09_17",10,3e+05,1e+05,100,10,3e+05
"CC033xCC068","8033","16768","49","45","Influenza","Influenza","HA","9_15ix","2016_12_09",NA,NA,NA,NA,10,NA
"CC025xCC028","8008","8016","126","7","Influenza","Influenza","HA","3_14iii","2017_07_13",10,10,NA,10,100,10
"CC005xCC038","16211","8049","50","7","Influenza","Influenza","HA","3_16iii","2017_01_02",10,10,10,10,10,300
"CC068xCC043","16768","8021","13","7","Influenza","Influenza","HA","11_14xi","2015_11_09",10,300,100,100,300,1000
"CC021xCC023","1566","8043","24","45","Influenza","Influenza","HA","6_14vi","2014_09_17",10,30000,30000,300,10,1e+05
"CC055xCC006","16680","16750","8","45","Influenza","Influenza","HA","12_15xii","merged",10000,30000,10000,1000,10,1e+05
"CC030xCC061","8034","8048","77","10","Influenza","Influenza","HA","2_14ii","2014_08_12",10,3000,1000,100,100,3000
"CC021xCC023","1566","8043","25","45","Influenza","Influenza","HA","6_14vi","2014_09_17",100,30000,10000,3000,10,1e+05
"CC041xCC016","16441","8024","82","10","Influenza","Influenza","HA","7_14vii","2014_09_17",10,1000,100,10,10,1000
"CC068xCC043","16768","8021","2","45","Influenza","Influenza","HA","10_14x","2015_11_09",30000,3e+05,1e+05,10000,10,3e+05
"CC003xCC051","13067","16912","162","10","Influenza","Influenza","HA","1_14i","2014_05_06",10,1000,1000,1000,300,10000
"CC030xCC061","8034","8048","78","10","Influenza","Influenza","HA","2_14ii","2014_08_12",10,300,100,10,100,300
"CC021xCC023","1566","8043","26","45","Influenza","Influenza","HA","6_14vi","2014_09_17",10,30000,10000,3000,10,1e+05
"CC005xCC038","16211","8049","55","7","Influenza","Influenza","HA","3_16iii","2017_01_02",100,10,10,10,300,1000
"CC041xCC016","16441","8024","83","10","Influenza","Influenza","HA","7_14vii","2014_08_20",10,10000,1000,3000,10000,30000
"CC030xCC061","8034","8048","82","7","Influenza","Influenza","HA","2_14ii","2014_08_14",10,10,10,10,10,10
"CC003xCC051","13067","16912","163","10","Influenza","Influenza","HA","1_14i","2014_05_06",10,10000,3000,100,100,10000
"CC021xCC023","1566","8043","31","7","Influenza","Influenza","HA","6_14vi","2014_08_20",10,10,10,100,100,300
"CC003xCC051","13067","16912","164","10","Influenza","Influenza","HA","1_14i","2014_05_06",10,3000,300,300,100,3000
"CC030xCC061","8034","8048","83","7","Influenza","Influenza","HA","2_14ii","2014_08_14",10,10,10,10,10,10
"CC021xCC023","1566","8043","32","10","Influenza","Influenza","HA","6_14vi","2014_09_17",10,100,100,10,10,300
"CC030xCC061","8034","8048","84","7","Influenza","Influenza","HA","2_14ii","2014_08_14",10,10,10,10,10,10
"CC021xCC023","1566","8043","34","7","Influenza","Influenza","HA","6_14vi","2014_08_20",10,300,10,100,100,300
"CC021xCC023","1566","8043","35","7","Influenza","Influenza","HA","6_14vi","2014_08_20",10,10,10,10,10,100
"CC003xCC062","13067","5306","24","15","Influenza","Influenza","HA","1_15i","2017_02_15",10,300,10000,300,300,30000
"CC030xCC061","8034","8048","87","7","Influenza","Influenza","HA","2_14ii","2014_08_14",10,10,10,10,100,100
"CC018xCC065","3609","5119","64","7","Influenza","Influenza","HA","12_13xii","2013_12_17",10,100,10,10,10,NA
"CC003xCC062","13067","5306","29","15","Influenza","Influenza","HA","1_15i","2017_02_15",10,3000,3000,10000,100,30000
"CC060xCC006","3460","16750","85","7","Influenza","Influenza","HA","2_15ii","2017_07_25",10,10,10,10,3000,100
"CC042xCC017","18042","3032","119","7","Influenza","Influenza","HA","12_13xii","2014_01_04",300,1000,100,1000,10,NA
"CC012xCC038","8005","8049","76","7","Influenza","Influenza","HA","8_15viii","2017_07_25",10,10,10,10,3000,300
"CC070xCC003","16034","13067","39","10","Influenza","Influenza","HA","6_15vi","2016_01_13",10,300,1000,10,10,3000
"CC032xCC013","8002","8010","142","7","Influenza","Influenza","HA","3_14iii","2017_07_13",10,10,10,10,1000,100
"CC021xCC023","1566","8043","78","15","Influenza","Influenza","HA","7_14vii","2017_02_15",3000,3000,1000,300,10,10000
"CC012xCC038","8005","8049","77","7","Influenza","Influenza","HA","8_15viii","2017_07_25",10,300,100,300,1000,1000
"CC003xCC062","13067","5306","35","15","Influenza","Influenza","HA","1_15i","2017_02_15",10,1000,1000,3000,100,10000
"CC012xCC038","8005","8049","79","7","Influenza","Influenza","HA","8_15viii","2017_07_25",10,100,10,10,300,1000
"CC032xCC013","8002","8010","143","7","Influenza","Influenza","HA","3_14iii","2017_07_13",10,300,10,10,3000,300
"CC003xCC062","13067","5306","44","7","Influenza","Influenza","HA","1_15i","2015_11_09",10,100,100,10,300,1000
"CC032xCC013","8002","8010","144","7","Influenza","Influenza","HA","3_14iii","2017_07_13",10,10,10,10,1000,100
"CC005xCC040","16211","16557","38","7","Influenza","Influenza","HA","3_14iii","2017_07_13",10,10,10,10,100,10
"CC016xCC038","8024","8049","126","45","Influenza","Influenza","HA","8_14viii","2015_11_16",1e+05,3e+05,3e+05,1e+05,10,3e+05
"CC055xCC028","16680","8016","124","7","Influenza","Influenza","HA","8_15viii","2017_08_16",100,1000,10,1000,1000,3000
"CC005xCC040","16211","16557","44","7","Influenza","Influenza","HA","3_14iii","2017_07_13",10,10,10,10,10,10
"CC032xCC013","8002","8010","145","7","Influenza","Influenza","HA","3_14iii","2017_07_13",10,100,10,10,1000,100
"CC013xCC026","8010","8026","33","45","Influenza","Influenza","HA","4_16iv","merged",10000,1e+05,30000,3000,10,3e+05
"CC003xCC062","13067","5306","53","7","Influenza","Influenza","HA","1_15i","2015_11_16",10,100,300,100,3000,3000
"CC003xCC062","13067","5306","62","7","Influenza","Influenza","HA","1_15i","2015_11_09",10,10,100,10,300,1000
"CC032xCC013","8002","8010","2","10","Influenza","Influenza","HA","12_13xii","merged",10,10000,3000,1000,100,NA
"CC025xCC028","8008","8016","99","10","Influenza","Influenza","HA","1_14i","2014_05_20",10,10000,1000,1000,3000,10000
"CC019xCC002","16513","15156","103","45","Influenza","Influenza","HA","11_13xi","2014_05_26",30000,3e+05,3e+05,10000,10,3e+05
"CC044xCC060","4410","3460","42","7","Influenza","Influenza","HA","1_15i","2015_11_09",10,100,300,10,100,1000
"CC032xCC013","8002","8010","3","10","Influenza","Influenza","HA","12_13xii","2014_04_15",10,1000,1000,300,1000,NA
"CC055xCC028","16680","8016","131","7","Influenza","Influenza","HA","8_15viii","2017_07_25",10,10,10,10,1000,300
"CC042xCC017","18042","3032","88","45","Influenza","Influenza","HA","12_13xii","2014_05_26",1e+05,3e+05,3e+05,1e+05,10,3e+05
"CC013xCC026","8010","8026","37","45","Influenza","Influenza","HA","4_16iv","merged",30000,1e+05,10000,NA,10,1e+05
"CC070xCC003","16034","13067","85","7","Influenza","Influenza","HA","7_15vii","2015_12_28",10,300,300,300,100,1000
"CC032xCC013","8002","8010","76","15","Influenza","Influenza","HA","1_14i","2014_05_26",3000,30000,30000,10000,10,1e+05
"CC005xCC040","16211","16557","94","10","Influenza","Influenza","HA","5_14v","2015_05_06",10,1000,1000,100,3000,10000
"CC016xCC038","8024","8049","43","7","Influenza","Influenza","HA","4_14iv","2017_08_16",10,100,10,10,300,300
"CC013xCC026","8010","8026","38","45","Influenza","Influenza","HA","4_16iv","merged",3000,1e+05,30000,1000,10,3e+05
"CC055xCC028","16680","8016","132","7","Influenza","Influenza","HA","8_15viii","2017_08_16",10,1000,10,10,3000,1000
"CC070xCC003","16034","13067","86","7","Influenza","Influenza","HA","7_15vii","2015_12_28",10,10,10,10,10,100
"CC022xCC024","8046","8004","76","45","Influenza","Influenza","HA","5_15v","2015_12_28",3000,3e+05,1e+05,30000,10,3e+05
"CC016xCC038","8024","8049","46","7","Influenza","Influenza","HA","4_14iv","2017_07_25",10,1000,10,10,3000,300
"CC042xCC017","18042","3032","96","7","Influenza","Influenza","HA","12_13xii","2014_01_04",300,3000,10,1000,100,NA
"CC032xCC013","8002","8010","77","15","Influenza","Influenza","HA","1_14i","2014_05_26",1000,10000,10000,3000,10,30000
"CC070xCC003","16034","13067","90","7","Influenza","Influenza","HA","7_15vii","2015_12_28",10,10,10,10,100,300
