"RIX","ID","day","virus","antigen","cohort","assay_date","IgG1","IgG2ac","IgG2b","IgG3","IgM","TotalG"
"CC003xCC051","101","7","Influenza","HA.1","10_13x","2014_01_17",NA,NA,NA,NA,NA,1
"CC003xCC051","109","7","Influenza","HA","10_13x","2014_01_17",NA,NA,NA,NA,NA,0
"CC003xCC051","136","45","Influenza","HA","11_13xi","2014_05_20",7,8,8,4,1,8
"CC003xCC051","137","45","Influenza","HA","11_13xi","2014_05_20",6,8,8,6,1,8
"CC003xCC051","138","45","Influenza","HA","11_13xi","2014_05_20",7,8,8,5,1,8
"CC003xCC051","162","10","Influenza","HA","1_14i","2014_05_20",0,3,3,3,2,5
"CC003xCC051","163","10","Influenza","HA","1_14i","2014_05_20",0,5,4,1,1,5
"CC003xCC051","164","10","Influenza","HA","1_14i","2014_05_20",0,4,2,2,1,4
"CC003xCC051","36","15","Influenza","HA","8_13viii","2013_12_03",NA,NA,4,4,2,NA
"CC003xCC051","36","15","Influenza","HA","8_13viii","2013_12_12",5,NA,NA,NA,NA,NA
"CC003xCC051","36","15","Influenza","HA.1","8_13viii","2013_12_03",1,NA,NA,NA,NA,NA
"CC003xCC051","37","15","Influenza","HA","8_13viii","2013_12_03",NA,4,4,3,2,5
"CC003xCC051","37","15","Influenza","HA","8_13viii","2013_12_12",4,NA,NA,NA,NA,NA
"CC003xCC051","37","15","Influenza","HA.1","8_13viii","2013_12_03",3,NA,NA,NA,NA,NA
"CC003xCC062","44","7","Influenza","HA","1_15i","2015_11_09",0,1,1,0,2,3
"CC003xCC062","53","7","Influenza","HA","1_15i","2015_11_16",0,1,2,1,4,4
"CC003xCC062","62","7","Influenza","HA","1_15i","2015_11_09",0,0,1,0,2,3
"CC003xCC062","76","45","Influenza","HA","2_15ii","2015_05_19",1,8,8,5,2,8
"CC003xCC062","77","45","Influenza","HA","2_15ii","2015_05_19",6,8,8,7,5,8
"CC003xCC062","78","45","Influenza","HA","2_15ii","2015_05_19",5,8,8,6,3,8
"CC003xCC062","79","45","Influenza","HA","2_15ii","2015_05_19",5,8,8,7,4,8
"CC003xCC062","80","45","Influenza","HA","2_15ii","2015_05_19",5,8,8,6,4,8
"CC003xCC062","87","45","Influenza","HA","2_15ii","2015_05_19",5,8,8,6,2,8
"CC003xCC062","88","45","Influenza","HA","2_15ii","2015_05_19",5,8,8,7,2,8
"CC003xCC062","91","45","Influenza","HA","2_15ii","2015_05_19",5,8,8,8,2,8
"CC004xCC011","154","45","Influenza","HA","4_13iv","2014_01_13",6,7,6,5,0,NA
"CC004xCC011","155","45","Influenza","HA","4_13iv","2013_12_19",5,8,5,3,0,NA
"CC004xCC011","160","45","Influenza","HA","4_13iv","2014_01_13",5,8,6,5,0,NA
"CC004xCC011","185","7","Influenza","HA","5_13v","2013_12_05",0,0,1,0,2,NA
"CC004xCC011","186","7","Influenza","HA","5_13v","2013_12_05",0,3,3,1,1,NA
"CC004xCC011","187","7","Influenza","HA","5_13v","2013_12_03",0,0,0,0,2,1
"CC004xCC011","198","10","Influenza","HA","6_13vi","2013_12_05",0,4,4,2,4,NA
"CC004xCC011","217","10","Influenza","HA","6_13vi","2013_12_05",0,4,2,2,4,NA
"CC004xCC011","218","10","Influenza","HA","6_13vi","2013_12_03",0,NA,2,0,3,NA
"CC004xCC011","236","15","Influenza","HA","7_13vii","2013_12_03",4,NA,5,5,2,NA
"CC004xCC011","237","15","Influenza","HA","7_13vii","2013_12_03",2,6,5,4,3,7
"CC004xCC011","238","15","Influenza","HA","7_13vii","2013_12_03",3,NA,4,3,3,NA
"CC004xCC012","107","45","Influenza","HA","12_13xii","2014_05_26",7,8,8,6,1,8
"CC004xCC012","108","45","Influenza","HA","12_13xii","2014_05_26",6,8,8,6,0,8
"CC004xCC012","112","7","Influenza","HA","12_13xii","2014_01_13",0,0,0,2,0,NA
"CC004xCC012","113","7","Influenza","HA","12_13xii","2014_01_13",2,1,2,1,1,NA
"CC004xCC012","113","7","Influenza","HA","12_13xii","2014_01_17",NA,NA,NA,NA,NA,3
"CC004xCC012","74","10","Influenza","HA","11_13xi","2014_01_13",1,5,3,2,3,NA
"CC004xCC012","74","10","Influenza","HA.1","11_13xi","2013_12_12",5,NA,NA,NA,NA,NA
"CC004xCC012","77","45","Influenza","HA","12_13xii","2014_05_26",8,8,8,7,1,8
"CC004xCC012","81","15","Influenza","HA","1_14i","2014_05_26",6,8,8,8,5,8
"CC004xCC012","82","15","Influenza","HA","1_14i","2014_05_26",4,8,7,5,4,8
"CC004xCC012","83","15","Influenza","HA","1_14i","2014_05_26",3,8,7,6,4,8
"CC004xCC012","84","7","Influenza","HA","12_13xii","2014_01_13",0,0,0,0,0,NA
"CC004xCC012","84","7","Influenza","HA","12_13xii","2014_01_17",NA,NA,NA,NA,NA,0
"CC004xCC012","85","7","Influenza","HA","12_13xii","2014_01_13",0,2,0,0,0,NA
"CC005xCC001","11","7","Influenza","HA","4_13iv","2013_12_03",0,NA,NA,1,2,NA
"CC005xCC001","120","45","Influenza","HA","11_13xi","2014_05_26",6,7,8,7,0,8
"CC005xCC001","121","45","Influenza","HA","11_13xi","2014_05_26",5,8,8,2,0,8
"CC005xCC001","126","45","Influenza","HA","11_13xi","2014_05_26",7,8,8,4,0,8
"CC005xCC001","127","45","Influenza","HA","11_13xi","2014_05_26",5,8,8,4,0,8
"CC005xCC001","128","45","Influenza","HA","11_13xi","2014_05_26",1,8,7,4,0,8
"CC005xCC001","129","45","Influenza","HA","11_13xi","2014_05_20",6,8,8,0,0,8
"CC005xCC001","5","7","Influenza","HA","4_13iv","2013_12_03",0,NA,NA,0,0,NA
"CC005xCC001","51","10","Influenza","HA","6_13vi","2013_12_03",2,4,4,1,4,5
"CC005xCC001","52","10","Influenza","HA","6_13vi","2013_12_03",4,NA,5,2,3,NA
"CC005xCC001","64","15","Influenza","HA","9_13ix","2014_05_20",7,6,7,2,3,8
"CC005xCC001","65","15","Influenza","HA","9_13ix","2014_05_20",2,5,4,1,0,5
"CC005xCC020","16","10","Influenza","HA","2_16ii","2016_10_10",0,3,3,0,4,5
"CC005xCC020","31","10","Influenza","HA","2_16ii","2016_10_10",2,3,4,1,4,5
"CC005xCC020","38","10","Influenza","HA","2_16ii","2016_10_10",1,4,5,1,5,6
"CC005xCC038","128","7","Influenza","HA","7_16vii","2017_01_02",0,0,0,0,0,2
"CC005xCC038","129","7","Influenza","HA","7_16vii","2016_12_23",0,0,0,0,0,1
"CC005xCC038","130","7","Influenza","HA","7_16vii","2016_12_23",0,0,0,0,2,2
"CC005xCC038","50","7","Influenza","HA","3_16iii","2017_01_02",0,0,0,0,0,2
"CC005xCC038","51","7","Influenza","HA","3_16iii","2017_01_02",0,0,0,0,0,1
"CC005xCC038","55","7","Influenza","HA","3_16iii","2017_01_02",1,0,0,0,3,3
"CC005xCC038","65","45","Influenza","HA","4_16iv","2016_12_09",8,8,6,6,0,8
"CC005xCC038","65","45","Influenza","HA.1","4_16iv","2016_12_23",8,8,7,7,0,8
"CC005xCC038","68","45","Influenza","HA","4_16iv","2016_12_09",8,8,7,6,0,8
"CC005xCC038","68","45","Influenza","HA.1","4_16iv","2016_12_23",8,8,7,7,0,8
"CC005xCC038","69","45","Influenza","HA","4_16iv","2016_12_09",6,7,6,6,0,8
"CC005xCC038","69","45","Influenza","HA.1","4_16iv","2016_12_23",6,7,8,7,0,8
"CC005xCC040","133","15","Influenza","HA","8_14viii","2015_05_06",0,6,4,0,0,6
"CC005xCC040","90","10","Influenza","HA","5_14v","2015_05_06",5,6,4,4,1,7
"CC005xCC040","91","45","Influenza","HA","5_14v","2014_08_20",6,8,7,2,0,8
"CC005xCC040","94","10","Influenza","HA","5_14v","2015_05_06",0,3,3,1,4,5
"CC005xCC040","95","45","Influenza","HA","5_14v","2014_09_17",0,7,5,0,0,7
"CC005xCC040","97","10","Influenza","HA","5_14v","2015_05_06",5,6,6,1,2,7
"CC005xCC040","98","45","Influenza","HA","5_14v","2014_09_17",2,6,4,4,0,6
"CC006xCC007","104","10","Influenza","HA","4_15iv","2015_05_19",0,4,4,2,2,5
"CC006xCC007","105","10","Influenza","HA","4_15iv","2015_05_19",3,4,3,4,3,5
"CC006xCC007","148","10","Influenza","HA","6_15vi","2016_01_13",0,0,0,0,1,1
"CC006xCC007","149","10","Influenza","HA","6_15vi","2016_01_13",0,1,0,1,1,2
"CC006xCC007","150","10","Influenza","HA","6_15vi","2016_01_13",0,1,0,0,1,3
"CC006xCC007","89","45","Influenza","HA","4_15iv","2016_01_13",0,6,3,0,0,6
"CC006xCC007","90","10","Influenza","HA","4_15iv","2015_05_19",0,7,5,5,4,7
"CC006xCC007","96","45","Influenza","HA","4_15iv","2016_01_13",0,7,6,0,0,8
"CC006xCC007","97","45","Influenza","HA","4_15iv","2016_01_13",0,7,5,0,0,7
"CC006xCC007","98","10","Influenza","HA","4_15iv","2015_05_19",3,5,4,3,4,5
"CC006xCC039","108","7","Influenza","HA","2_16ii","2017_01_02",0,3,0,2,2,4
"CC006xCC039","38","45","Influenza","HA","12_15xii","2016_12_09",8,8,5,3,0,8
"CC006xCC039","38","45","Influenza","HA.1","12_15xii","2016_12_23",8,7,5,4,0,8
"CC006xCC039","39","45","Influenza","HA","12_15xii","2016_12_09",7,8,4,4,0,8
"CC006xCC039","39","45","Influenza","HA.1","12_15xii","2016_12_23",7,7,5,5,0,8
"CC006xCC039","42","45","Influenza","HA","12_15xii","2016_12_09",3,7,4,3,0,7
"CC006xCC039","42","45","Influenza","HA.1","12_15xii","2016_12_23",4,7,4,3,0,7
"CC006xCC039","43","45","Influenza","HA","12_15xii","2016_12_09",7,8,4,3,0,8
"CC006xCC039","43","45","Influenza","HA.1","12_15xii","2016_12_23",7,7,4,4,0,8
"CC006xCC039","72","10","Influenza","HA","1_16i","2016_10_10",1,5,3,3,3,5
"CC006xCC039","79","10","Influenza","HA","1_16i","2016_10_10",3,5,3,4,3,6
"CC006xCC039","92","7","Influenza","HA","2_16ii","2017_01_02",1,1,0,2,0,3
"CC006xCC039","97","7","Influenza","HA","2_16ii","2017_01_02",0,1,0,1,1,2
"CC007xCC070","105","45","Influenza","HA","10_15x","2016_12_09",7,6,6,5,0,8
"CC007xCC070","106","45","Influenza","HA","10_15x","2016_12_09",6,6,5,3,0,7
"CC007xCC070","106","45","Influenza","HA.1","10_15x","2016_12_23",6,7,5,3,0,7
"CC007xCC070","121","45","Influenza","HA","11_15xi","2016_12_23",7,4,5,0,0,7
"CC007xCC070","17","10","Influenza","HA","5_15v","2016_06_22",0,4,3,1,3,4
"CC007xCC070","64","15","Influenza","HA","7_15vii","2016_01_13",0,5,4,0,0,5
"CC007xCC070","7","10","Influenza","HA","5_15v","2016_06_22",4,3,5,2,1,5
"CC007xCC075","40","45","Influenza","HA","11_15xi","2016_12_23",5,8,6,3,0,7
"CC007xCC075","46","7","Influenza","HA","11_15xi","2017_01_02",0,5,3,2,1,4
"CC007xCC075","47","7","Influenza","HA","11_15xi","2017_01_02",0,3,1,0,0,2
"CC007xCC075","63","10","Influenza","HA","3_16iii","2016_11_25",1,5,3,2,4,5
"CC007xCC075","64","10","Influenza","HA","3_16iii","2016_11_25",7,6,5,5,3,7
"CC007xCC075","64","10","Influenza","HA.1","3_16iii","2016_11_25",7,6,5,5,4,7
"CC007xCC075","65","10","Influenza","HA","3_16iii","2016_10_10",5,6,4,3,4,7
"CC007xCC075","66","10","Influenza","HA","3_16iii","2016_10_10",3,5,4,2,4,6
"CC008xCC009","20","10","Influenza","HA","3_16iii","2016_10_10",4,6,5,2,4,7
"CC008xCC009","27","10","Influenza","HA","3_16iii","2016_11_25",5,5,5,3,3,6
"CC008xCC010","78","10","Influenza","HA","4_15iv","2016_08_01",1,5,3,3,5,5
"CC008xCC010","79","10","Influenza","HA","4_15iv","2016_08_01",1,4,3,1,1,4
"CC008xCC010","82","10","Influenza","HA","4_15iv","2016_08_01",1,3,3,3,4,4
"CC008xCC010","83","45","Influenza","HA","4_15iv","2016_01_13",0,7,6,0,1,8
"CC008xCC010","86","45","Influenza","HA","4_15iv","2016_01_13",3,6,6,0,0,7
"CC008xCC018","101","10","Influenza","HA","12_15xii","2016_11_25",4,5,4,4,3,6
"CC008xCC018","3","10","Influenza","HA","8_15viii","2016_06_22",1,5,4,4,2,5
"CC008xCC018","45","7","Influenza","HA","10_15x","2017_01_02",0,0,0,1,1,2
"CC008xCC018","49","7","Influenza","HA","10_15x","2017_01_02",0,1,0,2,1,3
"CC008xCC018","50","7","Influenza","HA","10_15x","2017_01_02",0,0,0,0,2,2
"CC008xCC018","52","45","Influenza","HA","11_15xi","2016_12_23",7,8,7,4,0,8
"CC008xCC018","53","45","Influenza","HA","11_15xi","2016_12_23",7,7,7,5,0,8
"CC008xCC018","7","10","Influenza","HA","8_15viii","2016_06_22",0,3,3,3,1,4
"CC008xCC018","8","10","Influenza","HA","8_15viii","2016_06_22",0,5,4,4,3,5
"CC009xCC040","1","10","Influenza","HA","12_13xii","2014_01_17",NA,NA,NA,NA,NA,6
"CC009xCC040","1","10","Influenza","HA","12_13xii","2014_04_22",4,7,6,5,4,NA
"CC009xCC040","1","10","Influenza","HA.1","12_13xii","2014_04_15",4,7,6,5,4,NA
"CC009xCC040","24","45","Influenza","HA","12_13xii","2014_05_26",6,8,7,4,0,8
"CC009xCC040","39","7","Influenza","HA","2_14ii","2014_08_14",1,3,2,1,2,3
"CC009xCC040","40","7","Influenza","HA","2_14ii","2014_08_14",0,0,0,0,0,0
"CC009xCC040","67","7","Influenza","HA","2_14ii","2014_08_14",2,3,2,2,1,4
"CC009xCC040","75","15","Influenza","HA","3_14iii","2015_04_28",6,8,7,4,3,8
"CC009xCC040","77","15","Influenza","HA","3_14iii","2015_04_28",5,8,7,6,4,8
"CC009xCC040","78","15","Influenza","HA","3_14iii","2015_04_28",5,7,6,5,2,8
"CC009xCC040","9","10","Influenza","HA","12_13xii","2014_01_17",NA,NA,NA,NA,NA,6
"CC009xCC040","9","10","Influenza","HA","12_13xii","2014_04_22",4,7,6,4,3,NA
"CC009xCC040","9","10","Influenza","HA.1","12_13xii","2014_04_15",4,7,6,5,4,NA
"CC010xCC015","108","15","Influenza","HA","4_14iv","2015_05_06",3,7,6,5,4,7
"CC010xCC015","109","15","Influenza","HA","4_14iv","2015_05_06",3,6,5,5,4,6
"CC010xCC015","12","45","Influenza","HA","10_13x","2013_12_19",5,8,6,3,0,NA
"CC010xCC015","12","45","Influenza","HA","10_13x","2014_01_17",NA,NA,NA,NA,NA,8
"CC010xCC015","17","45","Influenza","HA","10_13x","2014_01_13",6,8,6,6,0,NA
"CC010xCC015","17","45","Influenza","HA","10_13x","2014_01_17",NA,NA,NA,NA,NA,8
"CC010xCC015","18","45","Influenza","HA","10_13x","2013_12_19",7,8,7,4,0,NA
"CC010xCC015","18","45","Influenza","HA","10_13x","2014_01_17",NA,NA,NA,NA,NA,8
"CC010xCC015","30","7","Influenza","HA","12_13xii","2014_01_13",2,3,2,4,1,NA
"CC010xCC015","30","7","Influenza","HA","12_13xii","2014_01_17",NA,NA,NA,NA,NA,4
"CC010xCC015","31","7","Influenza","HA","12_13xii","2014_01_17",NA,NA,NA,NA,NA,3
"CC010xCC015","31","7","Influenza","HA","12_13xii","2014_04_15",0,2,0,2,1,NA
"CC010xCC015","31","7","Influenza","HA.1","12_13xii","2014_01_13",0,3,1,2,0,NA
"CC010xCC015","32","7","Influenza","HA","12_13xii","2014_01_13",2,2,0,0,0,NA
"CC010xCC015","7","45","Influenza","HA","10_13x","2013_12_19",7,8,6,5,2,NA
"CC010xCC015","7","45","Influenza","HA","10_13x","2014_01_17",NA,NA,NA,NA,NA,7
"CC010xCC015","71","7","Influenza","HA","1_15i","2015_11_09",0,1,0,2,1,3
"CC010xCC015","72","7","Influenza","HA","1_15i","2015_11_09",0,2,0,2,3,4
"CC010xCC015","73","7","Influenza","HA","1_15i","2015_11_09",0,1,0,1,2,3
"CC010xCC015","74","7","Influenza","HA","1_15i","2015_11_09",0,0,0,0,2,2
"CC010xCC015","75","7","Influenza","HA","1_15i","2015_11_09",0,2,0,2,2,3
"CC010xCC015","97","10","Influenza","HA","4_14iv","2015_05_06",0,6,5,5,5,7
"CC010xCC060","11","10","Influenza","HA","10_15x","2016_10_10",2,5,4,3,5,6
"CC010xCC060","127","7","Influenza","HA","7_16vii","2016_12_23",0,0,0,1,2,3
"CC010xCC060","128","7","Influenza","HA","7_16vii","2016_12_23",3,4,1,3,2,4
"CC010xCC060","137","7","Influenza","HA","7_16vii","2016_12_23",0,3,0,1,1,3
"CC010xCC060","138","7","Influenza","HA","7_16vii","2016_12_23",0,2,1,1,3,3
"CC010xCC060","3","7","Influenza","HA","9_15ix","2017_01_02",0,0,0,0,2,3
"CC010xCC060","33","45","Influenza","HA","12_15xii","2016_12_09",6,8,6,5,0,8
"CC010xCC060","33","45","Influenza","HA.1","12_15xii","2016_12_23",7,8,7,5,0,8
"CC010xCC060","34","45","Influenza","HA","12_15xii","2016_12_09",5,8,5,5,0,7
"CC010xCC060","34","45","Influenza","HA.1","12_15xii","2016_12_23",5,8,5,5,0,8
"CC010xCC060","38","45","Influenza","HA","12_15xii","2016_12_09",7,8,6,5,0,8
"CC010xCC060","38","45","Influenza","HA.1","12_15xii","2016_12_23",7,8,6,5,0,8
"CC010xCC060","4","7","Influenza","HA","9_15ix","2017_01_02",0,1,0,0,0,2
"CC010xCC060","40","45","Influenza","HA","12_15xii","2016_12_09",6,8,5,4,0,8
"CC010xCC060","40","45","Influenza","HA.1","12_15xii","2016_12_23",6,8,6,5,0,8
"CC010xCC060","7","10","Influenza","HA","10_15x","2016_10_10",3,5,5,4,4,6
"CC010xCC060","9","10","Influenza","HA","10_15x","2016_10_10",3,5,3,4,4,6
"CC011xCC032","123","7","Influenza","HA","12_13xii","2014_01_13",0,0,1,0,0,NA
"CC011xCC032","132","7","Influenza","HA","12_13xii","2014_01_13",0,0,0,0,0,NA
"CC011xCC032","132","7","Influenza","HA","12_13xii","2014_01_17",NA,NA,NA,NA,NA,0
"CC011xCC032","136","7","Influenza","HA","12_13xii","2014_01_13",0,0,0,0,0,NA
"CC011xCC032","42","10","Influenza","HA","11_13xi","2014_01_13",1,3,2,3,0,NA
"CC011xCC032","42","10","Influenza","HA.1","11_13xi","2013_12_12",4,NA,NA,NA,NA,NA
"CC011xCC032","43","10","Influenza","HA","11_13xi","2013_12_19",0,3,1,0,3,NA
"CC011xCC032","43","10","Influenza","HA.1","11_13xi","2013_12_12",4,NA,NA,NA,NA,NA
"CC011xCC032","62","15","Influenza","HA","11_13xi","2014_01_17",NA,NA,NA,NA,NA,5
"CC011xCC032","63","15","Influenza","HA","11_13xi","2014_01_17",NA,NA,NA,NA,NA,4
"CC011xCC032","63","15","Influenza","HA","11_13xi","2014_04_15",2,5,3,3,0,NA
"CC011xCC032","65","10","Influenza","HA","11_13xi","2014_01_13",5,6,5,5,1,NA
"CC011xCC032","65","10","Influenza","HA.1","11_13xi","2013_12_12",5,NA,NA,NA,NA,NA
"CC011xCC032","66","10","Influenza","HA","11_13xi","2014_01_13",5,5,5,2,1,NA
"CC011xCC042","120","7","Influenza","HA","7_13vii","2013_12_05",NA,2,1,1,1,NA
"CC011xCC042","120","7","Influenza","HA","7_13vii","2013_12_12",2,NA,NA,NA,NA,NA
"CC011xCC042","120","7","Influenza","HA.1","7_13vii","2013_12_05",0,NA,NA,NA,NA,NA
"CC011xCC042","121","7","Influenza","HA","7_13vii","2014_04_22",0,4,2,1,0,NA
"CC011xCC042","121","7","Influenza","HA.1","7_13vii","2013_12_12",3,NA,NA,NA,NA,NA
"CC011xCC042","123","15","Influenza","HA","7_13vii","2014_01_13",0,5,5,3,1,NA
"CC011xCC042","134","10","Influenza","HA","7_13vii","2013_12_05",0,4,3,2,3,NA
"CC011xCC042","137","10","Influenza","HA","7_13vii","2013_12_05",2,3,4,4,2,NA
"CC011xCC042","67","45","Influenza","HA","7_13vii","2013_12_19",6,8,6,1,0,NA
"CC011xCC042","67","45","Influenza","HA.1","7_13vii","2013_12_12",8,NA,NA,NA,NA,NA
"CC011xCC042","78","45","Influenza","HA","7_13vii","2014_01_13",8,8,7,5,0,NA
"CC011xCC042","78","45","Influenza","HA.1","7_13vii","2013_12_12",8,NA,NA,NA,NA,NA
"CC011xCC042","92","15","Influenza","HA","7_13vii","2013_12_03",4,NA,4,0,1,NA
"CC011xCC042","93","15","Influenza","HA","7_13vii","2014_04_15",4,6,5,4,2,NA
"CC011xCC042","96","45","Influenza","HA","7_13vii","2013_12_19",5,7,7,4,0,NA
"CC011xCC042","96","45","Influenza","HA.1","7_13vii","2013_12_12",7,NA,NA,NA,NA,NA
"CC011xCC042","97","10","Influenza","HA","7_13vii","2013_12_03",2,3,2,1,3,3
"CC011xCC042","99","7","Influenza","HA","7_13vii","2014_04_22",0,0,0,0,0,NA
"CC011xCC042","99","7","Influenza","HA.1","7_13vii","2013_12_12",0,NA,NA,NA,NA,NA
"CC012xCC032","110","15","Influenza","HA","9_13ix","2014_05_20",4,6,6,5,3,7
"CC012xCC032","111","15","Influenza","HA","9_13ix","2014_05_20",3,7,6,4,0,7
"CC012xCC032","116","15","Influenza","HA","9_13ix","2014_05_20",5,7,7,5,3,8
"CC012xCC032","147","45","Influenza","HA","10_13x","2013_12_19",3,8,7,3,1,NA
"CC012xCC032","147","45","Influenza","HA","10_13x","2014_01_17",NA,NA,NA,NA,NA,8
"CC012xCC032","148","45","Influenza","HA","10_13x","2013_12_19",6,8,7,5,0,NA
"CC012xCC032","149","45","Influenza","HA","10_13x","2013_12_19",5,8,7,3,0,NA
"CC012xCC032","149","45","Influenza","HA","10_13x","2014_01_17",NA,NA,NA,NA,NA,8
"CC012xCC032","156","10","Influenza","HA","10_13x","2014_01_13",1,6,5,4,3,NA
"CC012xCC032","156","10","Influenza","HA","10_13x","2014_01_17",NA,NA,NA,NA,NA,5
"CC012xCC032","170","10","Influenza","HA","10_13x","2014_01_17",NA,NA,NA,NA,NA,6
"CC012xCC032","171","10","Influenza","HA","10_13x","2014_01_17",NA,NA,NA,NA,NA,6
"CC012xCC032","171","10","Influenza","HA","10_13x","2014_04_15",2,6,5,4,5,NA
"CC012xCC032","172","7","Influenza","HA","10_13x","2014_01_17",NA,NA,NA,NA,NA,3
"CC012xCC032","178","7","Influenza","HA","10_13x","2014_01_17",NA,NA,NA,NA,NA,1
"CC012xCC032","179","7","Influenza","HA","10_13x","2014_01_17",NA,NA,NA,NA,NA,0
"CC012xCC038","111","45","Influenza","HA","9_15ix","2016_12_09",8,8,8,7,0,8
"CC012xCC038","111","45","Influenza","HA.1","9_15ix","2016_12_14",8,8,8,6,NA,8
"CC012xCC038","112","10","Influenza","HA","9_15ix","2016_11_25",4,5,4,4,5,6
"CC012xCC038","115","7","Influenza","HA","9_15ix","2017_01_02",1,0,0,0,0,2
"CC012xCC038","117","45","Influenza","HA","9_15ix","2016_12_09",8,8,8,5,0,8
